date,state,predicted_count,type
2028-11-30,Goa,23.47772,forecast
2028-12-31,Goa,22.54402,forecast
2029-01-31,Goa,15.059448,forecast
2029-02-28,Goa,17.929537,forecast
2029-03-31,Goa,22.444841,forecast
2029-04-30,Goa,18.732147,forecast
2029-05-31,Goa,18.576336,forecast
2029-06-30,Goa,19.715937,forecast
2029-07-31,Goa,22.807108,forecast
2029-08-31,Goa,22.793804,forecast
2029-09-30,Goa,21.483149,forecast
2029-10-31,Goa,22.81272,forecast
2029-11-30,Goa,23.47772,forecast
2029-12-31,Goa,22.54402,forecast
2030-01-31,Goa,15.059448,forecast
2030-02-28,Goa,17.929537,forecast
2030-03-31,Goa,22.444841,forecast
2030-04-30,Goa,18.732147,forecast
2030-05-31,Goa,18.576336,forecast
2030-06-30,Goa,19.715937,forecast
2030-07-31,Goa,22.807108,forecast
2030-08-31,Goa,22.793804,forecast
2030-09-30,Goa,21.483149,forecast
2030-10-31,Goa,22.81272,forecast
2030-11-30,Goa,23.47772,forecast
2030-12-31,Goa,22.54402,forecast
2026-01-31,Himachal Pradesh,2.0011718,forecast
2026-02-28,Himachal Pradesh,2.6855044,forecast
2026-03-31,Himachal Pradesh,4.1499896,forecast
2026-04-30,Himachal Pradesh,3.4682245,forecast
2026-05-31,Himachal Pradesh,4.2659926,forecast
2026-06-30,Himachal Pradesh,3.5802934,forecast
2026-07-31,Himachal Pradesh,3.2196715,forecast
2026-08-31,Himachal Pradesh,3.1093063,forecast
2026-09-30,Himachal Pradesh,2.9099352,forecast
2026-10-31,Himachal Pradesh,3.0352097,forecast
2026-11-30,Himachal Pradesh,3.0352097,forecast
2026-12-31,Himachal Pradesh,3.0402923,forecast
2027-01-31,Himachal Pradesh,1.3617861,forecast
2027-02-28,Himachal Pradesh,2.2111466,forecast
2027-03-31,Himachal Pradesh,3.3025112,forecast
2027-04-30,Himachal Pradesh,3.0705163,forecast
2027-05-31,Himachal Pradesh,3.139754,forecast
2027-06-30,Himachal Pradesh,3.1317923,forecast
2027-07-31,Himachal Pradesh,3.6926343,forecast
2027-08-31,Himachal Pradesh,3.5822692,forecast
2027-09-30,Himachal Pradesh,3.541123,forecast
2027-10-31,Himachal Pradesh,3.454567,forecast
2027-11-30,Himachal Pradesh,3.454567,forecast
2027-12-31,Himachal Pradesh,3.4596496,forecast
2028-01-31,Himachal Pradesh,1.7560077,forecast
2028-02-29,Himachal Pradesh,2.6053681,forecast
2028-03-31,Himachal Pradesh,3.9048254,forecast
2028-04-30,Himachal Pradesh,3.0705163,forecast
2028-05-31,Himachal Pradesh,3.139754,forecast
2028-06-30,Himachal Pradesh,3.1317923,forecast
2028-07-31,Himachal Pradesh,3.6926343,forecast
2028-08-31,Himachal Pradesh,3.5822692,forecast
2028-09-30,Himachal Pradesh,3.541123,forecast
2028-10-31,Himachal Pradesh,3.454567,forecast
2028-11-30,Himachal Pradesh,3.454567,forecast
2028-12-31,Himachal Pradesh,3.4596496,forecast
2029-01-31,Himachal Pradesh,1.7560077,forecast
2029-02-28,Himachal Pradesh,2.6053681,forecast
2029-03-31,Himachal Pradesh,3.9048254,forecast
2029-04-30,Himachal Pradesh,3.0705163,forecast
2029-05-31,Himachal Pradesh,3.139754,forecast
2029-06-30,Himachal Pradesh,3.1317923,forecast
2029-07-31,Himachal Pradesh,3.6926343,forecast
2029-08-31,Himachal Pradesh,3.5822692,forecast
2029-09-30,Himachal Pradesh,3.541123,forecast
2029-10-31,Himachal Pradesh,3.454567,forecast
2029-11-30,Himachal Pradesh,3.454567,forecast
2029-12-31,Himachal Pradesh,3.4596496,forecast
2030-01-31,Himachal Pradesh,1.7560077,forecast
2030-02-28,Himachal Pradesh,2.6053681,forecast
2030-03-31,Himachal Pradesh,3.9048254,forecast
2030-04-30,Himachal Pradesh,3.0705163,forecast
2030-05-31,Himachal Pradesh,3.139754,forecast
2030-06-30,Himachal Pradesh,3.1317923,forecast
2030-07-31,Himachal Pradesh,3.6926343,forecast
2030-08-31,Himachal Pradesh,3.5822692,forecast
2030-09-30,Himachal Pradesh,3.541123,forecast
2030-10-31,Himachal Pradesh,3.454567,forecast
2030-11-30,Himachal Pradesh,3.454567,forecast
2030-12-31,Himachal Pradesh,3.4596496,forecast
2026-01-31,Chandigarh,5.994412,forecast
2026-02-28,Chandigarh,6.9885035,forecast
2026-03-31,Chandigarh,8.298491,forecast
2026-04-30,Chandigarh,5.131384,forecast
2026-05-31,Chandigarh,5.4999104,forecast
2026-06-30,Chandigarh,5.491949,forecast
2026-07-31,Chandigarh,7.370483,forecast
2026-08-31,Chandigarh,5.7815537,forecast
2026-09-30,Chandigarh,6.2000256,forecast
2026-10-31,Chandigarh,5.4956255,forecast
2026-11-30,Chandigarh,5.9096084,forecast
2026-12-31,Chandigarh,6.4496727,forecast
2027-01-31,Chandigarh,3.1487734,forecast
2027-02-28,Chandigarh,5.546677,forecast
2027-03-31,Chandigarh,6.36981,forecast
2027-04-30,Chandigarh,4.08158,forecast
2027-05-31,Chandigarh,4.375686,forecast
2027-06-30,Chandigarh,4.367725,forecast
2027-07-31,Chandigarh,6.0131245,forecast
2027-08-31,Chandigarh,5.6265855,forecast
2027-09-30,Chandigarh,5.999422,forecast
2027-10-31,Chandigarh,5.9128656,forecast
2027-11-30,Chandigarh,5.9128656,forecast
2027-12-31,Chandigarh,6.2411,forecast
2028-01-31,Chandigarh,2.915065,forecast
2028-02-29,Chandigarh,5.3129683,forecast
2028-03-31,Chandigarh,6.1361012,forecast
2028-04-30,Chandigarh,4.202622,forecast
2028-05-31,Chandigarh,4.375686,forecast
2028-06-30,Chandigarh,4.367725,forecast
2028-07-31,Chandigarh,6.0131245,forecast
2028-08-31,Chandigarh,5.6265855,forecast
2028-09-30,Chandigarh,5.999422,forecast
2028-10-31,Chandigarh,5.9128656,forecast
2028-11-30,Chandigarh,5.9128656,forecast
2028-12-31,Chandigarh,6.2411,forecast
2029-01-31,Chandigarh,2.915065,forecast
2029-02-28,Chandigarh,5.3129683,forecast
2029-03-31,Chandigarh,6.1361012,forecast
2029-04-30,Chandigarh,4.202622,forecast
2029-05-31,Chandigarh,4.375686,forecast
2029-06-30,Chandigarh,4.367725,forecast
2029-07-31,Chandigarh,6.0131245,forecast
2029-08-31,Chandigarh,5.6265855,forecast
2029-09-30,Chandigarh,5.999422,forecast
2029-10-31,Chandigarh,5.9128656,forecast
2029-11-30,Chandigarh,5.9128656,forecast
2029-12-31,Chandigarh,6.2411,forecast
2030-01-31,Chandigarh,2.915065,forecast
2030-02-28,Chandigarh,5.3129683,forecast
2030-03-31,Chandigarh,6.1361012,forecast
2030-04-30,Chandigarh,4.202622,forecast
2030-05-31,Chandigarh,4.375686,forecast
2030-06-30,Chandigarh,4.367725,forecast
2030-07-31,Chandigarh,6.0131245,forecast
2030-08-31,Chandigarh,5.6265855,forecast
2030-09-30,Chandigarh,5.999422,forecast
2030-10-31,Chandigarh,5.9128656,forecast
2030-11-30,Chandigarh,5.9128656,forecast
2030-12-31,Chandigarh,6.2411,forecast
2026-01-31,Puducherry,4.121847,forecast
2026-02-28,Puducherry,4.2617235,forecast
2026-03-31,Puducherry,5.9722586,forecast
2026-04-30,Puducherry,3.6203547,forecast
2026-05-31,Puducherry,3.2650504,forecast
2026-06-30,Puducherry,3.1747532,forecast
2026-07-31,Puducherry,3.893499,forecast
2026-08-31,Puducherry,3.9392304,forecast
2026-09-30,Puducherry,3.0759997,forecast
2026-10-31,Puducherry,2.5092661,forecast
2026-11-30,Puducherry,2.5092661,forecast
2026-12-31,Puducherry,2.9188375,forecast
2027-01-31,Puducherry,3.2297242,forecast
2027-02-28,Puducherry,3.369601,forecast
2027-03-31,Puducherry,4.759334,forecast
2027-04-30,Puducherry,2.849007,forecast
2027-05-31,Puducherry,2.8145058,forecast
2027-06-30,Puducherry,2.737573,forecast
2027-07-31,Puducherry,3.7457569,forecast
2027-08-31,Puducherry,3.6353917,forecast
2027-09-30,Puducherry,3.5942457,forecast
2027-10-31,Puducherry,3.5076897,forecast
2027-11-30,Puducherry,3.5076897,forecast
2027-12-31,Puducherry,3.5127718,forecast
2028-01-31,Puducherry,2.589144,forecast
2028-02-29,Puducherry,2.7290208,forecast
2028-03-31,Puducherry,4.118754,forecast
2028-04-30,Puducherry,3.2059748,forecast
2028-05-31,Puducherry,3.2752125,forecast
2028-06-30,Puducherry,3.0382583,forecast
2028-07-31,Puducherry,3.7457569,forecast
2028-08-31,Puducherry,3.6353917,forecast
2028-09-30,Puducherry,3.5942457,forecast
2028-10-31,Puducherry,3.5076897,forecast
2028-11-30,Puducherry,3.5076897,forecast
2028-12-31,Puducherry,3.5127718,forecast
2029-01-31,Puducherry,2.589144,forecast
2029-02-28,Puducherry,2.7290208,forecast
2029-03-31,Puducherry,4.118754,forecast
2029-04-30,Puducherry,3.2059748,forecast
2029-05-31,Puducherry,3.2752125,forecast
2029-06-30,Puducherry,3.0382583,forecast
2029-07-31,Puducherry,3.7457569,forecast
2029-08-31,Puducherry,3.6353917,forecast
2029-09-30,Puducherry,3.5942457,forecast
2029-10-31,Puducherry,3.5076897,forecast
2029-11-30,Puducherry,3.5076897,forecast
2029-12-31,Puducherry,3.5127718,forecast
2030-01-31,Puducherry,2.589144,forecast
2030-02-28,Puducherry,2.7290208,forecast
2030-03-31,Puducherry,4.118754,forecast
2030-04-30,Puducherry,3.2059748,forecast
2030-05-31,Puducherry,3.2752125,forecast
2030-06-30,Puducherry,3.0382583,forecast
2030-07-31,Puducherry,3.7457569,forecast
2030-08-31,Puducherry,3.6353917,forecast
2030-09-30,Puducherry,3.5942457,forecast
2030-10-31,Puducherry,3.5076897,forecast
2030-11-30,Puducherry,3.5076897,forecast
2030-12-31,Puducherry,3.5127718,forecast
2026-01-31,Jammu and Kashmir,2.5773678,forecast
2026-02-28,Jammu and Kashmir,4.9752674,forecast
2026-03-31,Jammu and Kashmir,6.3281884,forecast
2026-04-30,Jammu and Kashmir,3.8073337,forecast
2026-05-31,Jammu and Kashmir,4.068571,forecast
2026-06-30,Jammu and Kashmir,4.06061,forecast
2026-07-31,Jammu and Kashmir,4.8473525,forecast
2026-08-31,Jammu and Kashmir,4.8747964,forecast
2026-09-30,Jammu and Kashmir,4.83365,forecast
2026-10-31,Jammu and Kashmir,4.8996377,forecast
2026-11-30,Jammu and Kashmir,4.8996377,forecast
2026-12-31,Jammu and Kashmir,5.3255296,forecast
2027-01-31,Jammu and Kashmir,3.2182162,forecast
2027-02-28,Jammu and Kashmir,3.9025495,forecast
2027-03-31,Jammu and Kashmir,4.7256823,forecast
2027-04-30,Jammu and Kashmir,3.0789442,forecast
2027-05-31,Jammu and Kashmir,3.0927725,forecast
2027-06-30,Jammu and Kashmir,3.0848107,forecast
2027-07-31,Jammu and Kashmir,4.2812095,forecast
2027-08-31,Jammu and Kashmir,4.3086534,forecast
2027-09-30,Jammu and Kashmir,4.0845494,forecast
2027-10-31,Jammu and Kashmir,3.972378,forecast
2027-11-30,Jammu and Kashmir,3.972378,forecast
2027-12-31,Jammu and Kashmir,4.1704955,forecast
2028-01-31,Jammu and Kashmir,3.184769,forecast
2028-02-29,Jammu and Kashmir,3.8691025,forecast
2028-03-31,Jammu and Kashmir,4.545578,forecast
2028-04-30,Jammu and Kashmir,3.203723,forecast
2028-05-31,Jammu and Kashmir,3.1094596,forecast
2028-06-30,Jammu and Kashmir,2.954841,forecast
2028-07-31,Jammu and Kashmir,4.2192936,forecast
2028-08-31,Jammu and Kashmir,4.2467375,forecast
2028-09-30,Jammu and Kashmir,4.205591,forecast
2028-10-31,Jammu and Kashmir,3.972378,forecast
2028-11-30,Jammu and Kashmir,3.972378,forecast
2028-12-31,Jammu and Kashmir,4.1704955,forecast
2029-01-31,Jammu and Kashmir,3.184769,forecast
2029-02-28,Jammu and Kashmir,3.8691025,forecast
2029-03-31,Jammu and Kashmir,4.545578,forecast
2029-04-30,Jammu and Kashmir,3.203723,forecast
2029-05-31,Jammu and Kashmir,3.1094596,forecast
2029-06-30,Jammu and Kashmir,2.954841,forecast
2029-07-31,Jammu and Kashmir,4.2192936,forecast
2029-08-31,Jammu and Kashmir,4.2467375,forecast
2029-09-30,Jammu and Kashmir,4.205591,forecast
2029-10-31,Jammu and Kashmir,3.972378,forecast
2029-11-30,Jammu and Kashmir,3.972378,forecast
2029-12-31,Jammu and Kashmir,4.1704955,forecast
2030-01-31,Jammu and Kashmir,3.184769,forecast
2030-02-28,Jammu and Kashmir,3.8691025,forecast
2030-03-31,Jammu and Kashmir,4.545578,forecast
2030-04-30,Jammu and Kashmir,3.203723,forecast
2030-05-31,Jammu and Kashmir,3.1094596,forecast
2030-06-30,Jammu and Kashmir,2.954841,forecast
2030-07-31,Jammu and Kashmir,4.2192936,forecast
2030-08-31,Jammu and Kashmir,4.2467375,forecast
2030-09-30,Jammu and Kashmir,4.205591,forecast
2030-10-31,Jammu and Kashmir,3.972378,forecast
2030-11-30,Jammu and Kashmir,3.972378,forecast
2030-12-31,Jammu and Kashmir,4.1704955,forecast
2025-12-30,Manipur,15.07833,forecast
2026-01-30,Manipur,10.832554,forecast
2026-02-28,Manipur,11.408279,forecast
2026-03-30,Manipur,14.073342,forecast
2026-04-30,Manipur,12.394025,forecast
2026-05-30,Manipur,12.211575,forecast
2026-06-30,Manipur,12.667051,forecast
2026-07-30,Manipur,13.977647,forecast
2026-08-30,Manipur,15.451672,forecast
2026-09-30,Manipur,15.310625,forecast
2026-10-30,Manipur,15.323969,forecast
2026-11-30,Manipur,15.549938,forecast
2026-12-30,Manipur,16.385767,forecast
2027-01-30,Manipur,12.464221,forecast
2027-02-28,Manipur,12.851307,forecast
2027-03-30,Manipur,15.543085,forecast
2027-04-30,Manipur,13.885888,forecast
2027-05-30,Manipur,12.501052,forecast
2027-06-30,Manipur,12.501052,forecast
2027-07-30,Manipur,14.160646,forecast
2027-08-30,Manipur,13.938217,forecast
2027-09-30,Manipur,13.897071,forecast
2027-10-30,Manipur,13.810514,forecast
2027-11-30,Manipur,13.770988,forecast
2027-12-30,Manipur,14.339159,forecast
2028-01-30,Manipur,11.455999,forecast
2028-02-29,Manipur,11.843085,forecast
2028-03-30,Manipur,13.816409,forecast
2028-04-30,Manipur,11.89181,forecast
2028-05-30,Manipur,11.694953,forecast
2028-06-30,Manipur,11.894555,forecast
2028-07-30,Manipur,12.752927,forecast
2028-08-30,Manipur,12.810601,forecast
2028-09-30,Manipur,12.934557,forecast
2028-10-30,Manipur,13.866919,forecast
2028-11-30,Manipur,14.092893,forecast
2028-12-30,Manipur,15.083086,forecast
2029-01-30,Manipur,11.746164,forecast
2029-02-28,Manipur,13.25808,forecast
2029-03-30,Manipur,15.349407,forecast
2029-04-30,Manipur,12.868085,forecast
2029-05-30,Manipur,13.3522415,forecast
2029-06-30,Manipur,13.039234,forecast
2029-07-30,Manipur,14.416318,forecast
2029-08-30,Manipur,14.402439,forecast
2029-09-30,Manipur,14.361293,forecast
2029-10-30,Manipur,14.274736,forecast
2029-11-30,Manipur,13.8347225,forecast
2029-12-30,Manipur,14.402893,forecast
2030-01-30,Manipur,11.187216,forecast
2030-02-28,Manipur,12.699131,forecast
2030-03-30,Manipur,15.507956,forecast
2030-04-30,Manipur,12.533344,forecast
2030-05-30,Manipur,13.017501,forecast
2030-06-30,Manipur,12.7044935,forecast
2030-07-30,Manipur,14.467827,forecast
2030-08-30,Manipur,11.572524,forecast
2030-09-30,Manipur,12.145071,forecast
2030-10-30,Manipur,12.058515,forecast
2030-11-30,Manipur,11.745237,forecast
